ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5571057,HN378688,06/01/2007 01:00:00 PM,001XX E WACKER DR,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,False,False,124,1.0,42.0,32.0,06,1177683.0,1902638.0,2007,02/10/2018 03:50:01 PM,41.888165132,-87.622937212,"(41.888165132, -87.622937212)"
11432090,JB412875,08/15/2018 11:51:00 AM,003XX S CICERO AVE,5011,OTHER OFFENSE,LICENSE VIOLATION,RESTAURANT,False,False,1131,11.0,24.0,25.0,26,1144446.0,1898013.0,2018,09/05/2018 03:57:10 PM,41.87616378,-87.745111964,"(41.87616378, -87.745111964)"
3659105,HK754349,11/16/2004 02:00:00 PM,059XX N GLENWOOD AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,2013,20.0,48.0,77.0,06,1165910.0,1939379.0,2004,02/28/2018 03:56:25 PM,41.989243623,-87.665119726,"(41.989243623, -87.665119726)"
11037578,JA371843,07/24/2017 09:00:00 AM,012XX W ARTHUR AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2432,24.0,40.0,1.0,11,1166867.0,1943463.0,2017,02/10/2018 03:50:01 PM,42.000429664,-87.661481899,"(42.000429664, -87.661481899)"
2759947,HJ401555,06/01/2003 10:44:59 PM,0000X E GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,233,2.0,20.0,40.0,08B,1177765.0,1868448.0,2003,09/07/2021 03:41:02 PM,41.794343405,-87.623673511,"(41.794343405, -87.623673511)"
5940282,HN738273,12/02/2007 11:40:00 AM,072XX S MARSHFIELD AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,False,True,735,7.0,17.0,67.0,04B,1166595.0,1856717.0,2007,02/28/2018 03:56:25 PM,41.762397778,-87.664967801,"(41.762397778, -87.664967801)"
13127656,JG325711,06/30/2023 12:00:00 AM,016XX N MC VICKER AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,False,False,2513,25.0,29.0,25.0,10,1135829.0,1910258.0,2023,08/19/2023 03:40:26 PM,41.909923345,-87.776459318,"(41.909923345, -87.776459318)"
2503203,HH845031,12/16/2002 11:00:00 PM,078XX S WINCHESTER AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,611,6.0,18.0,71.0,08A,1164722.0,1852630.0,2002,02/28/2018 03:56:25 PM,41.751222201,-87.671947793,"(41.751222201, -87.671947793)"
8232834,HT466680,08/26/2011 08:00:00 AM,082XX S SOUTH SHORE DR,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,424,4.0,7.0,46.0,05,1198582.0,1850942.0,2011,02/10/2018 03:50:01 PM,41.745808966,-87.547926023,"(41.745808966, -87.547926023)"
5698560,HN506526,08/03/2006 11:50:00 AM,003XX E 73RD ST,0560,ASSAULT,SIMPLE,STREET,False,False,323,3.0,6.0,69.0,08A,1179892.0,1856694.0,2006,02/28/2018 03:56:25 PM,41.762040816,-87.616233367,"(41.762040816, -87.616233367)"
1702670,G499978,08/21/2001 11:00:00 PM,053XX N KENMORE AV,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2023,20.0,,,05,1168316.0,1936006.0,2001,08/17/2015 03:03:40 PM,41.979936177,-87.656368208,"(41.979936177, -87.656368208)"
12323047,JE178414,03/24/2021 12:00:00 PM,005XX N ASHLAND AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1215,12.0,1.0,24.0,11,1165629.0,1903904.0,2021,03/31/2021 03:40:41 PM,41.891904437,-87.667167286,"(41.891904437, -87.667167286)"
3315471,HK338861,04/26/2004 12:00:00 AM,016XX W 35TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,True,False,922,9.0,11.0,59.0,08B,1166079.0,1881528.0,2004,09/23/2025 03:41:47 PM,41.830493118,-87.666153241,"(41.830493118, -87.666153241)"
10973420,JA297514,06/07/2017 11:00:00 PM,017XX N MAYFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2531,25.0,29.0,25.0,07,1136812.0,1911196.0,2017,02/10/2018 03:50:01 PM,41.912479759,-87.772825601,"(41.912479759, -87.772825601)"
2813556,HJ452031,06/25/2003 07:30:00 AM,061XX S ASHLAND AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,True,False,714,7.0,15.0,67.0,16,1166720.0,1864100.0,2003,02/28/2018 03:56:25 PM,41.782655024,-87.664299154,"(41.782655024, -87.664299154)"
2946924,HJ632780,09/16/2003 08:30:00 AM,030XX E 93RD ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,True,424,4.0,10.0,46.0,26,1198286.0,1843882.0,2003,09/07/2021 03:41:02 PM,41.726443189,-87.549246279,"(41.726443189, -87.549246279)"
10411147,HZ147904,02/11/2016 10:55:00 AM,049XX W IOWA ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,True,False,1531,15.0,37.0,25.0,18,1143360.0,1905530.0,2016,02/10/2018 03:50:01 PM,41.896811683,-87.748911462,"(41.896811683, -87.748911462)"
3109335,HJ783722,11/20/2003 09:00:00 PM,004XX S KILPATRICK AVE,0820,THEFT,$500 AND UNDER,STREET,True,False,1131,11.0,24.0,25.0,06,1145127.0,1897516.0,2003,02/28/2018 03:56:25 PM,41.874787117,-87.742624096,"(41.874787117, -87.742624096)"
3278759,HK307727,04/17/2004 04:15:03 PM,001XX S LARAMIE AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,True,False,1522,15.0,29.0,25.0,06,1141740.0,1899083.0,2004,02/10/2018 03:50:01 PM,41.879150456,-87.755021121,"(41.879150456, -87.755021121)"
2793291,HJ434571,06/17/2003 10:15:59 AM,047XX W SHAKESPEARE AVE,0460,BATTERY,SIMPLE,STREET,False,False,2522,25.0,31.0,19.0,08B,1144539.0,1913877.0,2003,02/28/2018 03:56:25 PM,41.919694625,-87.744370633,"(41.919694625, -87.744370633)"
11175851,JA546435,12/08/2017 10:00:00 PM,049XX W SUNNYSIDE AVE,0810,THEFT,OVER $500,VEHICLE-COMMERCIAL,False,False,1623,16.0,45.0,15.0,06,1142808.0,1929469.0,2017,02/10/2018 03:50:01 PM,41.962512989,-87.750341052,"(41.962512989, -87.750341052)"
8404227,HT637558,12/17/2011 07:00:00 PM,052XX W STRONG ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,1623,16.0,45.0,11.0,06,1140635.0,1932419.0,2011,02/10/2018 03:50:01 PM,41.970648335,-87.758257634,"(41.970648335, -87.758257634)"
3713784,HK808890,12/12/2004 04:15:00 PM,047XX S DR MARTIN LUTHER KING JR DR,0560,ASSAULT,SIMPLE,OTHER,False,True,223,2.0,3.0,38.0,08A,1179656.0,1873779.0,2004,02/28/2018 03:56:25 PM,41.808929094,-87.616576329,"(41.808929094, -87.616576329)"
13276110,JG503010,11/13/2023 06:30:00 PM,042XX W ADAMS ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1115,11.0,28.0,26.0,08A,1148198.0,1898674.0,2023,11/21/2023 05:50:34 PM,41.877906253,-87.731318752,"(41.877906253, -87.731318752)"
7335070,HS138192,01/26/2010 02:47:00 PM,028XX N NARRAGANSETT AVE,0460,BATTERY,SIMPLE,STREET,True,False,2511,25.0,36.0,19.0,08B,1133262.0,1918089.0,2010,02/10/2018 03:50:01 PM,41.931457901,-87.785705885,"(41.931457901, -87.785705885)"
6052492,HP152695,01/31/2008 01:15:00 PM,084XX S SAGINAW AVE,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,423,4.0,7.0,46.0,08B,1195296.0,1849623.0,2008,02/28/2018 03:56:25 PM,41.742271198,-87.56000975,"(41.742271198, -87.56000975)"
3210326,HK221499,03/05/2004 12:00:00 PM,022XX N MARMORA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2515,25.0,37.0,19.0,08B,1136698.0,1914180.0,2004,02/28/2018 03:56:25 PM,41.920670248,-87.773172812,"(41.920670248, -87.773172812)"
2754161,HJ395323,05/29/2003 08:00:00 AM,002XX N MICHIGAN AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,124,1.0,42.0,32.0,06,1177257.0,1901899.0,2003,02/28/2018 03:56:25 PM,41.886146944,-87.624524028,"(41.886146944, -87.624524028)"
11289850,JB230191,04/19/2018 04:00:00 PM,0000X E GRAND AVE,0870,THEFT,POCKET-PICKING,DEPARTMENT STORE,False,False,1834,18.0,42.0,8.0,06,1176796.0,1903917.0,2018,05/04/2018 03:51:04 PM,41.891694878,-87.626155832,"(41.891694878, -87.626155832)"
13085941,JG275810,05/26/2023 09:30:00 AM,057XX S HONORE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,715,7.0,15.0,67.0,06,1165002.0,1866530.0,2023,08/19/2023 03:40:26 PM,41.789359761,-87.670529189,"(41.789359761, -87.670529189)"
12899313,JF482645,11/04/2022 12:33:00 PM,034XX N PARIS AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1631,16.0,38.0,17.0,11,1121142.0,1921765.0,2022,01/03/2023 03:40:27 PM,41.941749124,-87.830166545,"(41.941749124, -87.830166545)"
7747730,HS555783,10/09/2010 01:00:00 AM,118XX S ASHLAND AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,524,5.0,34.0,53.0,07,1167805.0,1826284.0,2010,02/10/2018 03:50:01 PM,41.678859087,-87.661403544,"(41.678859087, -87.661403544)"
2837313,HJ496419,06/22/2003 02:31:00 PM,024XX W THOMAS ST,1200,DECEPTIVE PRACTICE,STOLEN PROP: BUY/RECEIVE/POS.,RESIDENCE,False,False,1312,12.0,1.0,24.0,13,1159939.0,1907245.0,2003,02/28/2018 03:56:25 PM,41.901191742,-87.687971835,"(41.901191742, -87.687971835)"
7297833,HS100416,01/01/2010 05:35:00 AM,026XX W DIVERSEY AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,TAXICAB,False,False,1411,14.0,1.0,21.0,03,1158470.0,1918508.0,2010,02/10/2018 03:50:01 PM,41.932128476,-87.693058756,"(41.932128476, -87.693058756)"
4868622,HM481640,07/17/2006 04:15:00 PM,102XX S VINCENNES AVE,0560,ASSAULT,SIMPLE,STREET,True,False,2213,22.0,21.0,73.0,08A,1169279.0,1836787.0,2006,02/28/2018 03:56:25 PM,41.707649362,-87.65570567,"(41.707649362, -87.65570567)"
13772060,JJ177305,02/25/2025 12:00:00 PM,080XX S INGLESIDE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,631,6.0,8.0,44.0,05,1183956.0,1851984.0,2025,11/02/2025 03:41:09 PM,41.749022165,-87.601485319,"(41.749022165, -87.601485319)"
5392941,HN237135,03/20/2007 03:15:00 PM,013XX W 79TH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,612,6.0,17.0,71.0,08B,1168751.0,1852379.0,2007,02/28/2018 03:56:25 PM,41.750447485,-87.657190706,"(41.750447485, -87.657190706)"
3272885,HK255488,03/11/2004 09:25:00 PM,043XX W 18TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,True,False,1012,10.0,24.0,29.0,18,1147673.0,1891022.0,2004,02/28/2018 03:56:25 PM,41.856918327,-87.733442782,"(41.856918327, -87.733442782)"
11598619,JC155855,02/17/2019 01:24:00 PM,044XX S WESTERN BLVD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,True,False,924,9.0,12.0,61.0,18,1161261.0,1875222.0,2019,02/24/2019 04:09:21 PM,41.813290036,-87.684005538,"(41.813290036, -87.684005538)"
2513389,HH858233,12/24/2002 08:20:00 PM,045XX N MAGNOLIA AVE,041A,BATTERY,AGGRAVATED: HANDGUN,OTHER,False,True,2311,19.0,46.0,3.0,04B,1167102.0,1930215.0,2002,09/07/2021 03:41:02 PM,41.964071726,-87.660999944,"(41.964071726, -87.660999944)"
7887923,HT117674,01/12/2011 02:10:00 PM,015XX W CERMAK RD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",False,False,1222,12.0,25.0,31.0,24,1166478.0,1889502.0,2011,02/04/2016 06:33:39 AM,41.852366035,-87.664461452,"(41.852366035, -87.664461452)"
3341892,HK381590,05/22/2004 07:45:00 PM,003XX W 110TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,513,5.0,34.0,49.0,08B,1176034.0,1831981.0,2004,09/07/2021 03:41:02 PM,41.69431247,-87.631112241,"(41.69431247, -87.631112241)"
6042736,HP145025,01/26/2008 10:20:00 PM,007XX W 51ST ST,0560,ASSAULT,SIMPLE,TAVERN/LIQUOR STORE,False,False,934,9.0,3.0,61.0,08A,1172072.0,1871046.0,2008,02/28/2018 03:56:25 PM,41.80159966,-87.644473107,"(41.80159966, -87.644473107)"
12198449,JD405268,10/20/2020 01:42:00 PM,028XX W 25TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,False,False,1033,10.0,12.0,30.0,15,1157897.0,1887278.0,2020,12/17/2020 03:40:05 PM,41.846442234,-87.696016855,"(41.846442234, -87.696016855)"
10875136,JA183472,03/10/2017 12:53:00 PM,011XX S DELANO CT W,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,123,1.0,2.0,32.0,06,1175107.0,1895288.0,2017,02/10/2018 03:50:01 PM,41.868054413,-87.632617432,"(41.868054413, -87.632617432)"
2218513,HH484845,07/03/2002 04:35:00 PM,026XX N ELSTON AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,GROCERY FOOD STORE,True,False,1432,14.0,1.0,22.0,17,1160965.0,1917567.0,2002,02/28/2018 03:56:25 PM,41.929494816,-87.683916158,"(41.929494816, -87.683916158)"
11524617,JB538627,11/05/2018 03:30:00 PM,002XX E 135TH PL,0810,THEFT,OVER $500,OTHER,False,False,533,5.0,9.0,54.0,06,1180195.0,1815478.0,2018,12/06/2018 04:15:05 PM,41.648931657,-87.616380495,"(41.648931657, -87.616380495)"
7702793,HS509647,09/11/2010 05:00:00 AM,027XX W LAWRENCE AVE,0460,BATTERY,SIMPLE,STREET,False,False,1911,19.0,47.0,4.0,08B,1157079.0,1931766.0,2010,02/10/2018 03:50:01 PM,41.968537655,-87.697809228,"(41.968537655, -87.697809228)"
3984464,HL344716,05/06/2005 12:00:00 PM,010XX N TRUMBULL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1121,11.0,27.0,23.0,06,1153185.0,1906665.0,2005,02/28/2018 03:56:25 PM,41.899736911,-87.7127954,"(41.899736911, -87.7127954)"
7149512,HR558144,09/26/2009 09:00:00 PM,048XX W PATTERSON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1634,16.0,38.0,15.0,08B,1143500.0,1923831.0,2009,09/07/2021 03:41:02 PM,41.947028882,-87.747938403,"(41.947028882, -87.747938403)"
10365045,HZ100556,01/01/2016 03:30:00 AM,062XX S WHIPPLE ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,823,8.0,15.0,66.0,05,1157124.0,1863026.0,2016,02/10/2018 03:50:01 PM,41.779907312,-87.699510196,"(41.779907312, -87.699510196)"
4919569,HM534779,08/11/2006 07:00:00 PM,041XX W HENDERSON ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1731,17.0,30.0,16.0,05,1148078.0,1921939.0,2006,02/28/2018 03:56:25 PM,41.941750045,-87.731159649,"(41.941750045, -87.731159649)"
9691998,HX340267,07/11/2014 04:00:00 AM,027XX W FOSTER AVE,0810,THEFT,OVER $500,HOSPITAL BUILDING/GROUNDS,False,False,2031,20.0,40.0,4.0,06,1157125.0,1934423.0,2014,02/10/2018 03:50:01 PM,41.975827666,-87.697567585,"(41.975827666, -87.697567585)"
6521520,HP594635,09/22/2008 12:00:00 PM,006XX W DRUMMOND PL,0810,THEFT,OVER $500,STREET,False,False,1933,19.0,43.0,7.0,06,1171766.0,1918066.0,2008,02/28/2018 03:56:25 PM,41.930632745,-87.644211077,"(41.930632745, -87.644211077)"
8780748,HV454041,08/30/2012 04:30:00 PM,022XX W POTOMAC AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,False,False,1424,14.0,1.0,24.0,04B,1161086.0,1908605.0,2012,02/10/2018 03:50:01 PM,41.904899933,-87.683720973,"(41.904899933, -87.683720973)"
13159670,JG363652,07/29/2023 03:00:00 PM,068XX W NORTH AVE,0610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,2513,25.0,29.0,25.0,05,1130464.0,1909890.0,2023,08/19/2023 03:40:26 PM,41.909007395,-87.796176979,"(41.909007395, -87.796176979)"
13188315,JG397365,08/23/2023 06:15:00 PM,009XX W CORNELIA AVE,0810,THEFT,OVER $500,STREET,False,False,1924,19.0,44.0,6.0,06,1169233.0,1923432.0,2023,08/31/2023 03:42:57 PM,41.945412776,-87.65336282,"(41.945412776, -87.65336282)"
13674673,JH521451,11/24/2024 11:30:00 PM,0000X E GARFIELD BLVD,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,True,225,2.0,20.0,40.0,02,1177463.0,1868438.0,2024,11/02/2025 03:41:09 PM,41.7943228,-87.624781229,"(41.7943228, -87.624781229)"
6048409,HP149013,01/29/2008 12:15:00 PM,023XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,False,False,134,1.0,3.0,33.0,26,1176681.0,1888910.0,2008,02/10/2018 03:50:01 PM,41.850517353,-87.627031661,"(41.850517353, -87.627031661)"
4445397,HL732501,11/13/2005 04:10:00 AM,050XX W NORTH AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,False,False,2533,25.0,37.0,25.0,04B,1142609.0,1910169.0,2005,02/10/2018 03:50:01 PM,41.909555628,-87.751554247,"(41.909555628, -87.751554247)"
9696202,HX346649,07/15/2014 08:29:00 PM,076XX S EGGLESTON AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,621,6.0,17.0,69.0,24,1174617.0,1854281.0,2014,02/10/2018 03:50:01 PM,41.755538298,-87.63563851,"(41.755538298, -87.63563851)"
5375984,HN226371,03/14/2007 06:04:57 PM,062XX S ST LAWRENCE AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,True,False,313,3.0,20.0,42.0,26,1181308.0,1863738.0,2007,02/28/2018 03:56:25 PM,41.781337741,-87.610826718,"(41.781337741, -87.610826718)"
2701169,HJ327028,04/27/2003 05:52:00 PM,098XX S DOBSON AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,False,True,511,5.0,8.0,50.0,04A,1184949.0,1840001.0,2003,09/07/2021 03:41:02 PM,41.716116259,-87.598221661,"(41.716116259, -87.598221661)"
5136460,HM733025,11/21/2006 09:00:00 AM,027XX N WAYNE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1933,19.0,32.0,7.0,07,1166841.0,1918217.0,2006,02/28/2018 03:56:25 PM,41.931154293,-87.662304919,"(41.931154293, -87.662304919)"
9238609,HW384157,07/28/2013 03:00:00 AM,081XX S MAY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,613,6.0,21.0,71.0,14,1170067.0,1850881.0,2013,02/10/2018 03:50:01 PM,41.746308291,-87.652411716,"(41.746308291, -87.652411716)"
1386730,G099000,02/17/2001 11:40:36 PM,047XX S INGLESIDE AV,0460,BATTERY,SIMPLE,APARTMENT,False,True,2124,2.0,,,08B,1183456.0,1873679.0,2001,08/17/2015 03:03:40 PM,41.808566875,-87.602641978,"(41.808566875, -87.602641978)"
7060671,HR467283,08/05/2009 04:10:00 PM,100XX S LUELLA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,True,False,431,4.0,7.0,51.0,18,1193155.0,1838864.0,2009,02/28/2018 03:56:25 PM,41.712800024,-87.568204613,"(41.712800024, -87.568204613)"
8623102,HV297044,05/21/2012 08:00:00 PM,027XX S LAWNDALE AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,False,1032,10.0,22.0,30.0,26,1152150.0,1885441.0,2012,02/04/2016 06:33:39 AM,41.841516375,-87.717156575,"(41.841516375, -87.717156575)"
11416622,JB396779,08/17/2018 01:10:00 AM,112XX S EWING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,433,4.0,10.0,52.0,08B,1202217.0,1831144.0,2018,08/24/2018 04:12:03 PM,41.691389926,-87.535279454,"(41.691389926, -87.535279454)"
1401179,G116281,02/27/2001 07:30:00 PM,078XX S EAST END AV,0460,BATTERY,SIMPLE,RESIDENCE,False,False,414,4.0,,,08B,1188942.0,1853154.0,2001,08/17/2015 03:03:40 PM,41.752114925,-87.583177599,"(41.752114925, -87.583177599)"
3172801,HK175235,02/08/2004 01:00:00 AM,005XX E 36TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,212,2.0,4.0,35.0,26,1180458.0,1880987.0,2004,02/10/2018 03:50:01 PM,41.828690018,-87.613413281,"(41.828690018, -87.613413281)"
13330217,JG532896,12/08/2023 05:30:00 AM,092XX S DR MARTIN LUTHER KING JR DR,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,633,6.0,6.0,49.0,07,1180537.0,1843774.0,2023,01/08/2024 03:59:16 PM,41.72657208,-87.614265084,"(41.72657208, -87.614265084)"
13925711,JJ364082,07/23/2025 04:30:00 PM,053XX N CLARK ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,2013,20.0,48.0,77.0,08B,1165074.0,1935731.0,2025,11/02/2025 03:41:09 PM,41.979251257,-87.668298831,"(41.979251257, -87.668298831)"
4190013,HL516116,07/29/2005 08:00:00 PM,043XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VACANT LOT/LAND,False,False,222,2.0,3.0,38.0,14,1179156.0,1876328.0,2005,02/28/2018 03:56:25 PM,41.815935193,-87.618332425,"(41.815935193, -87.618332425)"
2745543,HJ382080,05/23/2003 01:18:00 PM,051XX S DREXEL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2124,2.0,4.0,41.0,06,1183121.0,1871000.0,2003,02/10/2018 03:50:01 PM,41.801223296,-87.603954054,"(41.801223296, -87.603954054)"
11833315,JC434915,09/15/2019 09:00:00 PM,049XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1623,16.0,45.0,11.0,06,1139437.0,1932199.0,2019,09/22/2019 04:01:10 PM,41.970066618,-87.762668225,"(41.970066618, -87.762668225)"
6389404,HP473957,07/22/2008 12:30:00 PM,023XX W 103RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2212,22.0,19.0,72.0,14,1162762.0,1836280.0,2008,02/10/2018 03:50:01 PM,41.706396318,-87.679585308,"(41.706396318, -87.679585308)"
12740702,JF292140,06/23/2022 01:15:00 AM,024XX W HOWARD ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,2411,24.0,50.0,2.0,06,,,2022,06/30/2022 03:46:25 PM,,,
11073730,JA414062,08/31/2017 11:30:00 PM,002XX S JEFFERSON ST,0810,THEFT,OVER $500,STREET,False,False,121,1.0,2.0,28.0,06,1172363.0,1899297.0,2017,02/10/2018 03:50:01 PM,41.879116408,-87.642572649,"(41.879116408, -87.642572649)"
8677274,HV352582,06/25/2012 03:50:00 PM,024XX W BRYN MAWR AVE,0460,BATTERY,SIMPLE,STREET,False,False,2011,20.0,40.0,2.0,08B,1159154.0,1937112.0,2012,02/04/2016 06:33:39 AM,41.983164839,-87.690031915,"(41.983164839, -87.690031915)"
13085519,JG275358,05/25/2023 10:58:00 PM,014XX E PARK PL,0850,THEFT,ATTEMPT THEFT,STREET,False,False,235,2.0,5.0,41.0,06,1187161.0,1868492.0,2023,08/19/2023 03:40:26 PM,41.794246132,-87.589217762,"(41.794246132, -87.589217762)"
10435735,HZ173273,03/03/2016 03:55:00 PM,040XX W MADISON ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,False,False,1115,11.0,28.0,26.0,03,1149419.0,1899705.0,2016,02/10/2018 03:50:01 PM,41.880711843,-87.726808747,"(41.880711843, -87.726808747)"
12570067,JE480247,12/17/2021 08:30:00 AM,080XX S PAULINA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,True,611,6.0,21.0,71.0,07,1166407.0,1851486.0,2021,12/24/2021 03:40:11 PM,41.748047193,-87.665805608,"(41.748047193, -87.665805608)"
7513608,HS316725,05/20/2010 07:59:00 AM,036XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1123,11.0,28.0,27.0,11,1152291.0,1901263.0,2010,02/10/2018 03:50:01 PM,41.884930978,-87.716221792,"(41.884930978, -87.716221792)"
13918841,JJ355956,07/31/2025 07:05:00 AM,017XX W HOWARD ST,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,True,False,2422,24.0,49.0,1.0,26,1163126.0,1950347.0,2025,11/02/2025 03:41:09 PM,42.019399237,-87.675049485,"(42.019399237, -87.675049485)"
7829596,HS598887,11/04/2010 12:56:46 PM,035XX S RHODES AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,True,False,212,2.0,4.0,35.0,18,1180172.0,1881335.0,2010,02/10/2018 03:50:01 PM,41.829651528,-87.614451899,"(41.829651528, -87.614451899)"
8143108,HT377350,07/02/2011 07:25:00 PM,046XX N KENMORE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,True,False,2312,19.0,46.0,3.0,18,1168401.0,1931064.0,2011,02/10/2018 03:50:01 PM,41.966373341,-87.656199269,"(41.966373341, -87.656199269)"
12917716,JF504429,12/05/2022 07:00:00 AM,082XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,631,6.0,6.0,44.0,07,1179463.0,1850527.0,2022,01/03/2023 03:40:27 PM,41.745127679,-87.617993623,"(41.745127679, -87.617993623)"
5391978,HN239490,03/15/2007 06:00:00 PM,019XX W 87TH ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,False,2221,22.0,21.0,71.0,08B,1164773.0,1846963.0,2007,02/28/2018 03:56:25 PM,41.735670038,-87.67192052,"(41.735670038, -87.67192052)"
3057052,HJ773478,11/21/2003 03:30:00 PM,081XX S MUSKEGON AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,False,False,422,4.0,7.0,46.0,04B,1196578.0,1851645.0,2003,02/28/2018 03:56:25 PM,41.747788011,-87.555245617,"(41.747788011, -87.555245617)"
